Deployment_Type,Version_Control_Method,Model_Size_MB,Compression_Method,Performance_Score,Latency_ms
Cloud,Git,21,Quantization,0.64042389,48
Cloud,Mercurial,23,None,0.396066,89
Cloud,Git,79,Distillation,0.382697788,92
Cloud,Mercurial,93,Pruning,0.508920894,40
Cloud,Git,26,None,0.568175743,3
Edge,SVN,75,None,0.220068306,20
Edge,SVN,13,Distillation,0.6007172,10
Cloud,Mercurial,67,Quantization,0.465503097,67
Cloud,Mercurial,56,Quantization,0.06432295,67
Edge,Mercurial,95,Quantization,0.199266882,73
Cloud,Mercurial,3,Quantization,0.481929683,61
Cloud,Mercurial,21,Pruning,0.610760696,9
Cloud,SVN,24,None,0.693827106,8
Edge,Git,32,None,0.929065714,11
Edge,Git,33,Pruning,0.873273383,67
Cloud,SVN,31,Distillation,0.1146179,18
Edge,Mercurial,98,Distillation,0.944763633,59
Cloud,Mercurial,83,Distillation,0.941254745,82
Cloud,Mercurial,1,None,0.809787383,13
Edge,SVN,57,Distillation,0.397648995,98
Edge,Mercurial,84,Pruning,0.062650635,78
Edge,Mercurial,48,Distillation,0.621640323,31
Edge,Mercurial,36,Quantization,0.439956228,67
Cloud,Mercurial,66,Quantization,0.731288741,53
Cloud,Mercurial,32,Pruning,0.476354834,15
Edge,Mercurial,54,Quantization,0.566053918,94
Edge,Git,2,Pruning,0.467728459,33
Cloud,SVN,78,Pruning,0.558210601,22
Edge,Git,97,Pruning,0.430274376,34
Edge,SVN,19,Quantization,0.490283658,40
Edge,Mercurial,17,Quantization,0.621178336,62
Cloud,SVN,74,None,0.599769714,74
Edge,Git,97,None,0.747051542,51
Cloud,Git,6,Quantization,0.209186778,87
Edge,Git,84,None,0.515057804,37
Cloud,Git,15,Distillation,0.091730793,31
Cloud,Git,31,Pruning,0.930765806,88
Edge,SVN,25,None,0.65449626,56
Edge,SVN,9,None,0.715368863,66
Cloud,SVN,66,Quantization,0.777858252,79
Edge,Git,59,Distillation,0.393448189,15
Edge,Mercurial,81,Pruning,0.379554921,27
Edge,SVN,77,Pruning,0.568041146,20
Cloud,Git,10,None,0.23020113,79
Cloud,Git,24,Pruning,0.06182687,90
Cloud,Mercurial,11,Distillation,0.017110065,33
Cloud,Git,91,None,0.078644842,78
Cloud,SVN,74,Distillation,0.6158328,22
Edge,Git,65,None,0.722452849,4
Cloud,SVN,21,None,0.343966006,75
Edge,Mercurial,88,Quantization,0.425419245,98
Edge,Mercurial,70,None,0.667666914,40
Edge,SVN,79,Quantization,0.975136712,75
Edge,Mercurial,48,Quantization,0.244083414,89
Cloud,Mercurial,22,Quantization,0.145836686,80
Cloud,Git,91,Quantization,0.792175383,37
Edge,Mercurial,62,Quantization,0.936941185,99
Cloud,Git,75,Pruning,0.256338917,79
Edge,SVN,83,None,0.551327289,46
Cloud,Git,25,Pruning,0.586771442,58
Edge,Git,1,None,0.045801381,47
Cloud,SVN,89,Quantization,0.366539803,71
Edge,Mercurial,92,None,0.422798408,86
Cloud,Git,86,Quantization,0.622315369,66
Edge,Git,54,None,0.360894117,43
Cloud,SVN,58,Quantization,0.825964466,53
Cloud,Git,88,Quantization,0.126389907,98
Edge,SVN,43,Pruning,0.465594755,28
Cloud,Git,57,Pruning,0.62595904,79
Cloud,Git,82,Quantization,0.460219328,50
Cloud,Git,24,Pruning,0.945488078,28
Cloud,Git,98,Pruning,0.992497564,37
Cloud,Git,73,Distillation,0.348578318,36
Cloud,Git,33,Quantization,0.435147583,32
Cloud,Mercurial,22,None,0.800212894,95
Edge,Git,17,Quantization,0.091774298,41
Edge,SVN,93,None,0.42888373,49
Cloud,SVN,79,Pruning,0.682052385,90
Edge,SVN,45,None,0.368177962,23
Cloud,SVN,59,Pruning,0.281201252,66
Edge,Git,7,None,0.751716809,79
Cloud,Git,60,Pruning,0.22909863,57
Cloud,Mercurial,21,Distillation,0.452251605,69
Cloud,Git,99,None,0.451783627,13
Cloud,SVN,98,None,0.272937005,84
Cloud,Git,51,Quantization,0.527468662,85
Cloud,SVN,24,Distillation,0.36778264,96
Edge,Mercurial,85,Pruning,0.446776228,96
Edge,Mercurial,74,Distillation,0.645292088,49
Edge,Git,74,Pruning,0.010351816,8
Cloud,SVN,67,None,0.910257028,7
Edge,Mercurial,53,Quantization,0.55818103,44
Cloud,Mercurial,34,Pruning,0.744626961,35
Edge,Git,86,Pruning,0.775750156,30
Cloud,SVN,51,Quantization,0.927742866,33
Cloud,SVN,70,Quantization,0.764089963,20
Edge,Git,63,None,0.119137368,72
Cloud,Mercurial,38,Distillation,0.136865879,75
Cloud,Mercurial,96,None,0.626192061,35
Cloud,SVN,6,Quantization,0.29228452,3
Edge,SVN,33,Quantization,0.523715072,67
Cloud,Git,27,Quantization,0.070617322,85
Cloud,SVN,41,Quantization,0.500277449,62
Edge,Git,21,Distillation,0.647031412,23
Cloud,Git,71,Pruning,0.713293475,13
Cloud,Mercurial,5,Pruning,0.798183731,40
Edge,Mercurial,12,Pruning,0.90384862,47
Cloud,Mercurial,82,Distillation,0.979727888,49
Cloud,Git,88,Pruning,0.668124111,66
Cloud,SVN,83,Distillation,0.932376876,80
Edge,Git,43,Quantization,0.918486137,67
Cloud,Mercurial,19,Pruning,0.92538136,89
Cloud,SVN,6,Distillation,0.225884762,63
Cloud,Git,26,Quantization,0.472374085,79
Cloud,Git,65,Pruning,0.663701426,77
Cloud,Mercurial,61,Pruning,0.194772044,95
Cloud,SVN,65,None,0.272515167,46
Edge,Mercurial,44,Pruning,0.840322379,81
Edge,SVN,13,Quantization,0.216554623,21
Edge,Git,10,None,0.545461188,66
Edge,Mercurial,53,None,0.801715713,57
Cloud,SVN,68,Distillation,0.245012757,1
Edge,Mercurial,36,Quantization,0.332550463,6
Cloud,Mercurial,39,Quantization,0.222364961,19
Cloud,Mercurial,9,None,0.122365406,1
Cloud,Git,26,Pruning,0.919964565,42
Edge,Mercurial,29,Quantization,0.061153177,89
Edge,Mercurial,36,Quantization,0.483855885,42
Cloud,Git,46,Pruning,0.359735438,65
Edge,SVN,49,Quantization,0.891110005,58
Cloud,Mercurial,51,Pruning,0.623280319,23
Cloud,Git,92,Distillation,0.290750013,19
Edge,Git,2,Pruning,0.527574363,64
Cloud,Git,47,Pruning,0.717670529,97
Edge,SVN,83,None,0.639944675,54
Cloud,Mercurial,52,Quantization,0.671076828,44
Edge,SVN,72,Distillation,0.674897027,6
Edge,SVN,80,None,0.231430907,73
Edge,SVN,99,None,0.996195326,4
Edge,Git,92,Pruning,0.08265048,39
Cloud,Git,40,Distillation,0.549422488,64
Edge,SVN,64,Distillation,0.920116596,89
Cloud,SVN,64,Distillation,0.062514892,67
Cloud,Git,92,Pruning,0.094264386,53
Cloud,Git,53,Pruning,0.17833844,4
Edge,Mercurial,17,Distillation,0.335143478,39
Cloud,Mercurial,24,Distillation,0.323602832,68
Edge,Git,98,Distillation,0.408798086,89
Edge,Git,99,Quantization,0.667924857,72
Cloud,Mercurial,76,Quantization,0.346718427,1
Cloud,SVN,16,Quantization,0.102336329,11
Cloud,Mercurial,48,Quantization,0.600808552,28
Cloud,SVN,27,Pruning,0.799316405,98
Edge,Git,58,Distillation,0.485189944,86
Cloud,Git,62,None,0.516239768,51
Edge,Git,73,None,0.374043715,39
Cloud,Git,73,None,0.803034286,9
Edge,Mercurial,71,Quantization,0.441621029,31
Cloud,Git,45,None,0.051008309,43
Edge,Mercurial,27,Distillation,0.521558276,18
Cloud,Mercurial,59,Pruning,0.688790339,46
Edge,Mercurial,84,Quantization,0.121851823,62
Cloud,Mercurial,1,Pruning,0.524973742,79
Edge,SVN,69,Quantization,0.014335721,31
Edge,Git,24,None,0.991352155,67
Cloud,SVN,5,Pruning,0.125672491,34
Edge,Mercurial,76,Distillation,0.41027988,17
Edge,Git,39,Distillation,0.624866061,46
Edge,Mercurial,24,Pruning,0.16083547,58
Edge,SVN,62,None,0.061711272,63
Edge,Git,4,Quantization,0.966775274,11
Cloud,Mercurial,44,Pruning,0.958616,61
Cloud,Git,22,Distillation,0.712553359,44
Edge,Git,81,None,0.774962051,8
Edge,Mercurial,99,Quantization,0.424660885,23
Cloud,Mercurial,52,None,0.92420064,48
Cloud,SVN,56,Distillation,0.656158393,48
Edge,SVN,66,Pruning,0.660056995,33
Cloud,Git,47,Distillation,0.920123936,24
Edge,SVN,19,Quantization,0.771744858,78
Cloud,SVN,25,None,0.363610798,90
Cloud,Git,98,Pruning,0.518185786,35
Edge,SVN,40,Distillation,0.82082225,92
Edge,SVN,44,None,0.074082538,92
Cloud,Git,73,None,0.602612362,20
Edge,Mercurial,92,None,0.47268144,63
Edge,Git,47,None,0.529938494,2
Edge,Mercurial,31,Pruning,0.230416377,37
Edge,Mercurial,59,Pruning,0.556938516,50
Edge,Git,95,None,0.450666347,65
Cloud,SVN,56,None,0.167143587,8
Edge,SVN,55,Pruning,0.060750376,93
Cloud,Mercurial,10,Distillation,0.991521231,5
Cloud,Mercurial,38,Quantization,0.37714726,73
Edge,Mercurial,86,Quantization,0.703856572,11
Edge,SVN,22,Distillation,0.94822589,65
Edge,Mercurial,11,Quantization,0.234186996,19
Cloud,Mercurial,38,Quantization,0.243940609,88
Cloud,Git,1,Pruning,0.857244582,90
Cloud,Git,90,Pruning,0.695136271,83
Edge,Mercurial,49,Quantization,0.315027032,6
Edge,Mercurial,92,Distillation,0.912550443,30
Cloud,SVN,96,Pruning,0.06454187,63
Edge,Mercurial,70,Distillation,0.927709623,2
Cloud,SVN,92,Quantization,0.783645112,35
Cloud,Git,27,Quantization,0.760411743,14
Cloud,Mercurial,25,Pruning,0.673976983,96
Edge,Mercurial,6,Quantization,0.088726676,60
Cloud,Mercurial,13,Quantization,0.951013145,64
Edge,SVN,95,Quantization,0.594780963,99
Edge,SVN,77,Quantization,0.159218148,21
Cloud,Git,72,None,0.963469325,13
Edge,Mercurial,85,Pruning,0.777161027,31
Edge,Mercurial,94,Quantization,0.910924838,87
Cloud,SVN,78,Quantization,0.060538854,26
Cloud,SVN,64,None,0.32742279,84
Edge,Mercurial,26,Quantization,0.255236035,31
Cloud,Mercurial,65,Distillation,0.298476921,30
Edge,Mercurial,64,None,0.854581564,77
Cloud,SVN,6,None,0.792978248,91
Cloud,Mercurial,29,Pruning,0.469330614,33
Cloud,Mercurial,90,Quantization,0.230764953,72
Cloud,Git,29,Quantization,0.253739116,78
Cloud,Git,36,None,0.815311445,28
Edge,Git,87,None,0.087728058,9
Cloud,SVN,34,None,0.376611537,16
Edge,Git,82,None,0.163516725,36
Edge,Git,76,Quantization,0.698242706,9
Cloud,SVN,57,None,0.139461336,7
Cloud,Git,93,Distillation,0.969884893,25
Cloud,Git,86,None,0.288766236,10
Cloud,SVN,8,Quantization,0.713051398,37
Cloud,Mercurial,21,None,0.981910855,83
Cloud,Mercurial,74,None,0.665901782,68
Edge,SVN,5,Pruning,0.109885126,43
Edge,Mercurial,5,Pruning,0.081189238,83
Edge,Mercurial,16,Distillation,0.455665944,8
Edge,Mercurial,12,Distillation,0.226185743,90
Cloud,SVN,27,Quantization,0.423137584,31
Edge,SVN,71,Pruning,0.081143394,95
Cloud,Git,86,Distillation,0.326194737,65
Edge,Mercurial,29,Distillation,0.61521895,50
Cloud,Mercurial,75,None,0.664026603,17
Edge,SVN,76,Distillation,0.122543023,11
Edge,Git,92,None,0.634686108,83
Cloud,Git,52,Pruning,0.575849362,11
Cloud,Git,22,None,0.627089223,33
Cloud,Mercurial,36,Distillation,0.766861589,73
Cloud,SVN,78,Distillation,0.131205352,99
Edge,Mercurial,18,Distillation,0.534714301,73
Cloud,SVN,60,Pruning,0.994092303,10
Cloud,SVN,70,Pruning,0.953551799,7
Cloud,Git,46,Pruning,0.252919377,93
Cloud,SVN,53,Distillation,0.667064133,60
Cloud,Mercurial,48,Pruning,0.94584807,28
Edge,SVN,17,Distillation,0.965778593,61
Cloud,Git,59,Distillation,0.211884058,58
Edge,Mercurial,61,Pruning,0.189829493,31
Edge,Git,38,Quantization,0.924385325,56
Cloud,SVN,75,Pruning,0.967516377,70
Edge,Git,31,Distillation,0.850336658,90
Cloud,Git,34,None,0.688976142,92
Cloud,Mercurial,62,Quantization,0.186660965,95
Edge,Git,70,Quantization,0.514304908,37
Edge,Git,19,Quantization,0.597568458,74
Edge,SVN,73,Pruning,0.571205302,37
Cloud,Git,74,Distillation,0.51117823,74
Edge,Mercurial,43,Distillation,0.752775491,71
Edge,Git,50,Pruning,0.945130849,24
Edge,Git,88,Pruning,0.943566693,49
Edge,SVN,96,None,0.398323941,43
Cloud,Git,97,Quantization,0.809827742,85
Edge,Git,22,Distillation,0.64647484,17
Cloud,Git,33,Quantization,0.582608998,18
Edge,SVN,99,None,0.734232089,44
Cloud,SVN,18,Distillation,0.081571105,90
Cloud,SVN,27,Pruning,0.398246646,69
Cloud,Mercurial,52,Pruning,0.767665616,80
Cloud,SVN,4,Quantization,0.345741908,53
Cloud,Git,37,Pruning,0.223042404,70
Edge,SVN,32,Distillation,0.323522996,98
Edge,SVN,31,Quantization,0.871450578,65
Cloud,SVN,1,None,0.801295826,5
Edge,Mercurial,68,None,0.450986477,98
Edge,SVN,26,None,0.738414624,1
Edge,Mercurial,3,None,0.897178339,42
Edge,Git,53,None,0.446262049,70
Edge,Git,99,Distillation,0.049369998,5
Cloud,Mercurial,88,Pruning,0.172028861,93
Edge,Git,38,Distillation,0.207470894,43
Edge,Mercurial,37,Distillation,0.541337601,56
Cloud,SVN,69,Distillation,0.560988679,49
Edge,Mercurial,51,None,0.403809237,63
Edge,SVN,89,Quantization,0.352794084,94
Cloud,Git,95,Distillation,0.374517993,35
Cloud,SVN,54,Pruning,0.080696285,91
Edge,SVN,42,Distillation,0.707285267,60
Cloud,Mercurial,53,Quantization,0.344537321,15
Edge,Mercurial,32,Distillation,0.325392011,45
Edge,SVN,18,Distillation,0.216997606,16
Cloud,SVN,11,None,0.64610138,27
Cloud,Mercurial,53,Pruning,0.367702879,7
Cloud,Git,23,None,0.910508991,46
Cloud,SVN,53,Pruning,0.733762923,46
Cloud,SVN,61,None,0.09536714,81
Edge,SVN,73,Quantization,0.718192663,41
Cloud,Git,69,Pruning,0.521362078,35
Edge,Mercurial,35,None,0.858703166,3
Edge,SVN,21,Quantization,0.075245417,58
Cloud,SVN,1,Pruning,0.318410404,70
Edge,SVN,12,Pruning,0.252866232,7
Cloud,SVN,45,Distillation,0.39655177,22
Cloud,SVN,62,Pruning,0.485019623,30
Edge,SVN,44,Distillation,0.503965674,48
Edge,Git,32,Distillation,0.720374563,83
Edge,Mercurial,72,None,0.753331839,94
Edge,Git,67,Distillation,0.771845179,72
Cloud,Mercurial,28,Pruning,0.796717993,9
Cloud,SVN,57,Pruning,0.094795395,73
Cloud,Mercurial,4,None,0.213473414,34
Cloud,SVN,20,None,0.707249501,71
Edge,SVN,6,None,0.062456392,61
Edge,Git,14,Distillation,0.77279653,16
Edge,Mercurial,35,Pruning,0.632880929,32
Cloud,SVN,45,Quantization,0.513241242,41
Edge,Mercurial,46,None,0.517164486,83
Edge,SVN,99,None,0.263479267,74
Edge,SVN,30,Quantization,0.606291,1
Cloud,Mercurial,97,Quantization,0.04245439,22
Cloud,SVN,80,Quantization,0.936895175,41
Cloud,SVN,70,Quantization,0.260761985,71
Edge,SVN,73,None,0.359154827,7
Cloud,Git,78,None,0.962906624,98
Edge,Git,5,Pruning,0.882492123,11
Edge,Mercurial,62,Pruning,0.496993906,48
Edge,Mercurial,29,Distillation,0.405130346,65
Edge,Git,65,Quantization,0.987402869,19
Cloud,Mercurial,2,None,0.56141012,92
Edge,Git,44,Quantization,0.562913725,76
Edge,SVN,54,Quantization,0.759013383,59
Edge,Git,33,Distillation,0.091556154,32
Edge,Git,35,Pruning,0.026732987,7
Cloud,Mercurial,67,Pruning,0.417116473,85
Cloud,Mercurial,35,None,0.371349288,93
Edge,SVN,12,None,0.992537611,69
Cloud,Mercurial,98,None,0.044902752,67
Edge,SVN,74,None,0.451781453,45
Cloud,Git,68,Quantization,0.855551517,53
Edge,Git,72,None,0.251371291,92
Cloud,SVN,76,Pruning,0.035947971,80
Cloud,Git,51,Distillation,0.358332469,17
Edge,SVN,8,Quantization,0.686028999,81
Cloud,Git,44,Quantization,0.730426103,62
Edge,SVN,33,Quantization,0.270292315,57
Cloud,SVN,92,Pruning,0.93633828,78
Cloud,Git,34,Pruning,0.968688637,48
Cloud,Git,20,Distillation,0.191934249,39
Cloud,Git,97,None,0.529312908,3
Edge,Git,6,Quantization,0.417252258,92
Edge,SVN,42,Pruning,0.250932998,37
Edge,SVN,7,Quantization,0.463434559,44
Edge,SVN,84,Pruning,0.223037126,60
Edge,Mercurial,8,None,0.696899331,46
Edge,SVN,74,Pruning,0.414601243,3
Cloud,SVN,38,None,0.009614541,44
Edge,Git,78,Distillation,0.473596387,70
Edge,Mercurial,57,Pruning,0.062363921,72
Edge,Git,80,None,0.76081287,20
Cloud,SVN,4,None,0.265622402,74
Cloud,Git,1,Distillation,0.977314095,5
Cloud,Git,20,Distillation,0.326773391,10
Cloud,Git,35,Quantization,0.231807153,74
Cloud,Mercurial,96,Distillation,0.963086784,80
Cloud,SVN,48,Distillation,0.357807534,43
Edge,SVN,74,None,0.40443963,68
Edge,SVN,89,Pruning,0.807600376,11
Cloud,Git,4,Pruning,0.505957503,56
Edge,Git,13,Distillation,0.159519488,59
Edge,Mercurial,54,Pruning,0.248516808,56
Cloud,Mercurial,70,None,0.982172057,2
Cloud,Git,43,Quantization,0.124325615,16
Cloud,SVN,65,Distillation,0.267404483,27
Cloud,Git,97,Quantization,0.518227109,98
Edge,SVN,81,Pruning,0.397234553,88
Cloud,Mercurial,13,None,0.452415897,66
Edge,Mercurial,77,Quantization,0.315505575,13
Edge,Git,70,Distillation,0.877313065,69
Cloud,SVN,45,None,0.905613143,80
Edge,Git,25,Distillation,0.598788717,57
Edge,SVN,78,None,0.235591834,53
Cloud,Git,99,Quantization,0.868770675,90
Edge,Mercurial,55,Pruning,0.686723911,40
Edge,Mercurial,43,None,0.737724253,23
Edge,Git,37,Quantization,0.236633444,24
Cloud,SVN,25,None,0.311710059,27
Cloud,SVN,6,Distillation,0.663290713,13
Cloud,SVN,80,Pruning,0.953835351,3
Edge,Git,27,None,0.325941473,96
Edge,Git,85,Distillation,0.273041929,25
Cloud,SVN,77,Quantization,0.072238779,57
Edge,Git,66,Pruning,0.712225561,22
Cloud,Git,10,None,0.304438314,27
Edge,Mercurial,96,Pruning,0.962036211,85
Cloud,Mercurial,65,None,0.713366341,31
Cloud,Git,94,None,0.75644558,51
Cloud,Mercurial,77,Pruning,0.465881737,3
Edge,Git,29,None,0.096854011,36
Cloud,Mercurial,83,None,0.338131929,11
Edge,Mercurial,20,Distillation,0.247974439,51
Cloud,Mercurial,61,Pruning,0.392039285,23
Cloud,SVN,60,Quantization,0.974210682,61
Cloud,SVN,97,Quantization,0.475456994,62
Edge,Git,23,None,0.716521032,3
Cloud,Mercurial,26,Quantization,0.918451127,97
Edge,Git,71,Pruning,0.766651696,14
Edge,Mercurial,19,Distillation,0.773061573,34
Cloud,Git,96,None,0.368069959,80
Edge,Mercurial,76,Distillation,0.684149111,12
Edge,Git,58,None,0.345603922,86
Edge,Git,64,Distillation,0.842186642,48
Cloud,Mercurial,72,Distillation,0.617437519,53
Edge,SVN,20,Quantization,0.577413916,10
Cloud,SVN,89,Pruning,0.700965647,97
Edge,Git,56,None,0.720107049,94
Cloud,Mercurial,51,None,0.310033629,90
Edge,Mercurial,77,None,0.721444127,45
Edge,Mercurial,46,Distillation,0.525344861,16
Cloud,Git,35,Pruning,0.857963637,54
Cloud,Git,48,Quantization,0.518265251,67
Cloud,Mercurial,96,Pruning,0.835131556,42
Edge,Git,73,None,0.288087254,69
Edge,Mercurial,11,Distillation,0.980453952,31
Cloud,SVN,22,None,0.738433832,75
Cloud,Git,50,Distillation,0.63955519,93
Cloud,SVN,51,None,0.32523773,81
Edge,Git,50,Pruning,0.377600645,73
Edge,Git,62,None,0.386001679,67
Cloud,SVN,65,None,0.831327424,22
Edge,Git,28,None,0.732401034,63
Edge,SVN,4,Quantization,0.217801042,21
Edge,SVN,9,None,0.364879808,34
Cloud,SVN,14,Distillation,0.562816731,28
Edge,Git,34,Pruning,0.316453138,33
Edge,Git,9,Pruning,0.804906674,49
Cloud,Mercurial,11,Quantization,0.196597779,66
Cloud,Git,28,Quantization,0.844093455,60
Edge,Git,45,Quantization,0.423957762,81
Cloud,Git,88,None,0.695025567,85
Cloud,Mercurial,36,Distillation,0.705720952,92
Cloud,Mercurial,31,Pruning,0.711010398,76
Cloud,SVN,29,None,0.267878694,53
Cloud,Git,52,None,0.350463416,16
Edge,Mercurial,97,Pruning,0.627659872,52
Cloud,SVN,55,Quantization,0.194819515,50
Cloud,Mercurial,49,Pruning,0.865181418,79
Edge,Mercurial,16,None,0.32572302,77
Edge,SVN,81,None,0.359985756,45
Cloud,Git,51,Distillation,0.041006681,19
Cloud,Git,90,None,0.495891965,13
Cloud,Git,39,Distillation,0.972115937,92
Cloud,SVN,41,Quantization,0.703413754,62
Edge,Git,50,Quantization,0.35250837,18
Cloud,Mercurial,78,None,0.783731896,32
Cloud,Mercurial,89,Pruning,0.806915328,84
Cloud,Mercurial,92,Distillation,0.805088476,72
Cloud,Git,76,Distillation,0.075086387,90
Edge,Git,27,Distillation,0.584768752,46
Cloud,Git,1,Distillation,0.987538515,27
Edge,Git,90,Distillation,0.364475959,84
Edge,SVN,43,Distillation,0.531400471,21
Edge,Git,15,Quantization,0.169666179,53
Edge,Git,39,Quantization,0.726454283,57
Cloud,SVN,2,Pruning,0.138030955,25
Edge,SVN,51,Distillation,0.072443006,10
Edge,Mercurial,41,None,0.33767572,51
Cloud,SVN,50,Pruning,0.907250826,53
Cloud,Git,90,Quantization,0.17239588,50
Edge,Git,47,Pruning,0.142626964,29
Edge,Git,49,Quantization,0.779267371,28
Edge,Mercurial,95,None,0.363008104,26
Edge,SVN,82,Quantization,0.454852554,87
Cloud,Git,36,Distillation,0.924339519,68
Edge,SVN,82,Quantization,0.549300394,42
Edge,Git,62,Quantization,0.210975254,26
Cloud,Mercurial,89,Pruning,0.406038794,66
Edge,Git,22,Quantization,0.063373238,78
Cloud,Mercurial,74,Quantization,0.5702417,37
Edge,Git,19,None,0.371464681,75
Cloud,Mercurial,14,Pruning,0.764221927,96
Cloud,SVN,12,None,0.977316617,74
Edge,Git,77,Distillation,0.09990679,33
Edge,Git,53,Pruning,0.203254226,32
Cloud,SVN,16,Distillation,0.081336944,11
Cloud,SVN,62,Quantization,0.490773933,98
Cloud,Mercurial,40,Pruning,0.995460597,92
Cloud,SVN,70,None,0.214241837,4
Cloud,Git,39,Pruning,0.531166867,20
Cloud,Git,57,None,0.034147959,3
Cloud,Git,89,None,0.829238009,7
Edge,Git,44,None,0.176165405,59
Cloud,Git,14,None,0.923044194,95
Edge,SVN,93,Quantization,0.773370478,24
Cloud,SVN,24,None,0.788419657,73
Cloud,Mercurial,8,Distillation,0.964876197,42
Cloud,SVN,70,None,0.11825872,89
Edge,Git,12,Distillation,0.817981935,85
Edge,Git,10,Quantization,0.096830829,90
Cloud,Mercurial,66,Distillation,0.385779031,63
Edge,Git,15,None,0.61376272,21
Cloud,Git,82,Distillation,0.637298264,85
Cloud,Git,19,Quantization,0.138673483,29
Edge,SVN,32,Distillation,0.053451072,33
Edge,Git,50,Distillation,0.262504486,94
Cloud,SVN,3,Pruning,0.093460329,98
Cloud,SVN,3,None,0.766908949,13
Cloud,Git,18,Pruning,0.132966741,89
Cloud,SVN,53,Distillation,0.693637909,79
Edge,Mercurial,68,Distillation,0.412660243,26
Cloud,Git,39,Distillation,0.305393088,71
Cloud,Mercurial,2,Distillation,0.014453676,83
Cloud,Mercurial,92,Quantization,0.523481174,97
Edge,Git,34,Quantization,0.05619188,44
Cloud,Mercurial,84,None,0.559363595,69
Cloud,SVN,21,None,0.470984779,27
